Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_Per_SQM,Postal_District,Market_Tier
"2 The Hill, Citywest Village, D24AE0E",465000.0,3,3,Semi-D,120.0,A2,53.28538,-6.419754,4526.0,citywest-dublin,Dublin,"-Stunning (A) rated Edwardian styled red brick property, -3 bedroom property in turn key condition throughout, -3 bathrooms including master en-suite, -Side gate access, -Open plan spacious contemporary high detailed kitchen design, -Ideally loacted in the development, -Offstreet parking for 2 spaces in front of the property, -Adjacent large gated green park space, -High efficiency Air to Water heating system, -Management fees of c. Â€356 per annum",2019.0,3875.0,Greater Dublin,Mid-Market
"18a Lauderdale Terrace, New Row South, Dublin 8, D08R2T1",625000.0,2,2,Terrace,96.0,E1,53.338002,-6.273983,4560.0,dublin-8-dublin,Dublin,"Excellent location within easy walking distance of the centre of the city, 3rd bedroom potential with the sitting room, Well maintained by the current owners, New Bathroom, New Windows to front and upstairs, Potential to extend with the correct permissions, G.F.C.H., c. 1033 sqft / 93.22 sqm",,6510.416666666667,Dublin 8,Premium
"18 The Northumberlands, Love Lane East,, Mount Street Lower, Dublin 2, D02W021",295000.0,1,1,Apartment,37.0,C3,53.33867,-6.241845,3366.0,dublin-2-dublin,Dublin,,1995.0,7972.972972972973,Dublin 2,Affordable
"84 Meadow Mount, Churchtown, Dublin 14, D16NP40",745000.0,4,3,Detached,136.0,C1,53.28417,-6.26325,3334.0,churchtown-dublin,Dublin,"Bright and spacious semi-detached family home, Most appealing sunny south-westerly facing rear garden, Cobble lock front garden with off street parking, Much sought after and quiet location, Gas fired central heating, Walking distance to Dundrum Town Centre & Nutgrove Shopping Centre, Convenient to LUAS, bus routes and M50, Surrounded by numerous schools, colleges, recreational amenities, Accommodation extends to c.136sq.m/1,464sq.ft.",1960.0,5477.941176470588,Dublin 14,Premium
"47 Granitefield Dun Laoghaire, Dun Laoghaire, Co. Dublin, A96CW00",695000.0,4,4,Semi-D,124.0,E1,53.268637,-6.142476,5680.0,dun-laoghaire-dublin,Dublin,"Double glazed windows throughout, Highly regarded family orientated location, Self contained one-bedroom unit, Mature and private rear garden measuring approximately 28m (92ft) in length enjoying the afternoon and evening sun, Excellent off-street parking to the front, Floor area of approximately 124sq.m. (1,335sq.ft), Gas fired central heating, Fitted carpets, kitchen appliances and timber garden shed included in the sale, Within close proximity to the N11, M50, the QBC and the LUAS, Surrounded by a host of excellent schools, churches and shopping centres",,5604.8387096774195,Greater Dublin,Premium
"Apartment 118 , Millrace Road, Navan Road (D7), Dublin 7, D15P768",395000.0,2,2,Apartment,86.0,B3,53.372574,-6.334388,4028.0,navan-road-d7-dublin,Dublin,"Top floor, West facing living area balcony, GFCH, Great energy rating , Prime Location",,4593.023255813953,Dublin 7,Mid-Market
"59 Dundaniel Road, Kilmore, Coolock, Dublin 5, D05CF51",649000.0,3,1,Semi-D,93.0,D1,53.396059,-6.22509,2154.0,coolock-dublin,Dublin,,,6978.4946236559135,Dublin 5,Premium
"1 Cadogan Road, Fairview, Dublin 3, D03VC42",450000.0,3,1,End of Terrace,81.0,G,53.36149,-6.238714,3846.0,fairview-dublin,Dublin,"Red Brick Facade, New Solid Wood Front Door, Updated UPVC windows throughout, New Central Heating System and Oil Boiler, Mature And Sought After Cul De Sac Location, Ideally Located Adjacent to The Expansive Fairview Park, Ideally Located within Walking Distance of Dublin City Centre",1860.0,5555.555555555556,Dublin 3,Mid-Market
"4 Parnell Place, Dublin 1, D01CD00",285000.0,2,1,Terrace,63.0,E1,53.353595,-6.260478,4855.0,dublin-1-dublin,Dublin,,1900.0,4523.809523809524,Dublin 1,Affordable
"47 Cuil Duin Way, Citywest, Co. Dublin, D24DY2F",460000.0,4,3,End of Terrace,126.0,A3,53.286712,-6.431486,1549.0,citywest-dublin,Dublin,"•	Gas fired central heating. , •	Triple glazed windows.,  •	A3 Energy Rating/ Green mortgage potential. ",,3650.7936507936506,Greater Dublin,Mid-Market
"SITE at the rear of Aghanloo, Kill Lane, Foxrock, Dublin 18, D18T2P1",550000.0,0,0,Site,0.03,,53.275151,-6.170129,1306.0,foxrock-dublin,Dublin,SITE FOR 135 SQM DETACHED BUNGALOW,,,Dublin 18,Mid-Market
"Apartment 127 , 109 Parnell Street, Dublin 1, D01K221",255000.0,1,1,Apartment,37.0,D1,53.353874,-6.257745,1515.0,dublin-1-dublin,Dublin,,,6891.891891891892,Dublin 1,Affordable
"Apartment 4 , Stanley Court, Stoneybatter, Dublin 7, D07DF44",320000.0,1,1,Apartment,54.0,C3,53.355273,-6.287726,2241.0,stoneybatter-dublin,Dublin,"Superb 1 Bedroom First Floor Apartment, Upgraded Storage Heating System, 1 Car Parking Space, Alarmed, Sought After Location , Owner Occupied, Fantastic Location, 54 Sq Mtrs / 581 Sq Ft",2001.0,5925.925925925926,Dublin 7,Affordable
"Apartment 5 Cedarhurst Road, Phoenix Park Racecourse, D15HP27",435000.0,2,2,Apartment,86.0,B3,53.372168,-6.335019,1871.0,castleknock-dublin,Dublin,"Very quiet area, Spacious layout, Parking available, Excellent transport links, Private balcony, Easy access to local amenities, Easy commutes to Dublin city centre, Sunny balcony looking directly onto Phoenix Park",2005.0,5058.139534883721,Greater Dublin,Mid-Market
"21 Red Arches Road, The Coast, Baldoyle, Dublin 13, D13V2P6",450000.0,4,3,Duplex,129.0,B3,53.400498,-6.139587,4053.0,baldoyle-dublin,Dublin,,,3488.3720930232557,Dublin 13,Mid-Market
"37 Stratton Walk, Adamstown, Lucan, Co. Dublin",345000.0,3,3,Duplex,111.0,B3,53.3379692,-6.463943,4414.0,lucan-dublin,Dublin,,,3108.108108108108,Greater Dublin,Affordable
"106 Ballygall Parade, Finglas East, Finglas, Dublin 11",325000.0,3,1,Terrace,90.0,C3,53.3878174,-6.2933272,3381.0,finglas-dublin,Dublin,,,3611.1111111111113,Dublin 11,Affordable
"13 Kilmartin Gardens, D24N9XR, Tallaght, Dublin 24",279000.0,3,1,End of Terrace,85.0,G,53.2915498,-6.3994946,1825.0,tallaght-dublin,Dublin,,,3282.3529411764707,Dublin 24,Affordable
"27 St Dominics Avenue, D24CXP2, Tallaght, Dublin 24",279000.0,3,1,End of Terrace,75.0,D1,53.2857583,-6.3547325,2272.0,tallaght-dublin,Dublin,,,3720.0,Dublin 24,Affordable
"57 Kilcarrig Green, Tallaght, Dublin 24, D24E8W5",275000.0,3,2,Terrace,102.0,C2,53.292621,-6.39305,3679.0,tallaght-dublin,Dublin,"3 Bedrooms 2 Bathrooms, C2 Energy Rating, Convienent location, Situated 2 minutes away from Fetterciarn Luas Stop, Good room proportions throughout, Sunny enclosed rear garden, GFCH, Off Street parking, Close to all amenities",1983.0,2696.078431372549,Dublin 24,Affordable
"84 Sandford Road, Ranelagh, Dublin 6, D06V5W6",1950000.0,5,3,Detached,243.0,,53.321543,-6.2461,9370.0,ranelagh-dublin,Dublin,"Handsome detached four-bedroom red brick family home, Separate detached one-bedroom mews house, Private and mature gardens set on 0.22 acre (approx.), Dual access driveway with off street parking for four/five cars, Many original period features, Alarm, G.F.C.H. (The mews), O.F.C.H. (The main house)",,8024.691358024691,Dublin 6,Premium
"71 Seville Place, Dublin 1, D01P026",,6,1,End of Terrace,124.0,G,53.351883,-6.242658,5795.0,dublin-1-dublin,Dublin,"71 Seville Place, Dublin 1 - Substantial 6 Bed Building for Sale by Online Auction on Friday 6th December at 11am.",,,Dublin 1,
"3 The Park, Melrose Park, Kinsealy, Kinsealy, Co. Dublin, K67F863",450000.0,3,1,Semi-D,101.0,C1,53.445689,-6.206696,3440.0,kinsealy-dublin,Dublin,,,4455.445544554455,Greater Dublin,Mid-Market
"15 Cherrygarth Mount Merrion, Mount Merrion, Co. Dublin, A94H6N6",995000.0,5,2,Bungalow,175.0,E1,53.291254,-6.207173,3705.0,mount-merrion-dublin,Dublin,"Substantial detached five bedroom bungalow., Ideally positioned on a generous south-west facing corner site., Large attic ideal for conversion., Garage., Outside utility room., Highly sought-after location in a quiet cul de sac off Trees Road Lower., Adjacent to the QBC and N11., Huge scope and potential to create a very special, substantial family home., Floor area approx. 175sqm. (1,883sq.ft.)., South-west facing rear garden (approx. 11m x 18m)",1962.0,5685.714285714285,Greater Dublin,Premium
"26 Phibblestown House, Clonee, Dublin 15, D15F228",285000.0,2,1,Apartment,64.0,B3,53.399884,-6.436573,2042.0,clonee-dublin,Dublin,"B3 Energy rating, Communal grounds, Parking, Ground floor unit, Patio are for al fresco dining",2004.0,4453.125,Dublin 15,Affordable
"30 Raglan Lane Ballsbridge Dublin 4, Ballsbridge, Dublin 4, D04A4N8",1750000.0,2,4,Detached,188.0,B3,53.329949,-6.240098,3781.0,ballsbridge-dublin,Dublin,"Superbly located on the western side of one of Dublin 4's most sought-after mews lanes., Generously proportioned, bright accommodation., Ideally located a short walk to both Ballsbridge Village and St StephenÂ's Green., Extended sitting room with vaulted ceiling., Secure off street carparking to the front., Private internal west facing courtyard., Converted attic store room with ensuite., Floor area approx. 188sq.m. / 2,023sq.ft (including converted attic), Gas fired central heating.",1998.0,9308.510638297872,Dublin 4,Premium
"45 Hampton Wood Green, Finglas, Dublin 11",289000.0,2,3,Detached,78.0,C1,53.4046491,-6.2890682,1896.0,finglas-dublin,Dublin,,,3705.128205128205,Dublin 11,Affordable
"62 Frankfort Avenue, Dublin 6, Rathgar, Dublin 6, D06T6Y8",975000.0,3,2,Terrace,131.0,E2,53.31601,-6.267639,6379.0,rathgar-dublin,Dublin,"South west facing to rear, Rear pedestrian access , Original features, Beside local shops on Upper Rathmines Road, Numerous bus routes and LUAS closeby, Number of primary and secondary schools in the area, Walking distance of the villages of Rathgar and Rathmines , M50 within easy reach, Convenient to Dodder Linear Park and Palmerston Park",1930.0,7442.748091603054,Dublin 6,Premium
"188 Rathmines Road Upper, Dublin 6, Rathgar, Dublin 6, D06K3K0",1450000.0,6,3,Terrace,,SI_666,53.314958,-6.264389,3513.0,rathgar-dublin,Dublin,"GFCH, Garage to rear,   Original features, Beside LUAS, bus routes, schools & Palmerston Park., Beside local shops on Upper Rathmines Road, Walking distance to both Rathgar and Rathmines villages, Convenient to M50 and city centre",,,Dublin 6,Premium
"72 Castlefarm, Swords, Co Dublin, K67EH51",575000.0,4,3,Semi-D,119.0,D2,53.46359,-6.225775,2348.0,swords-dublin,Dublin,"Semi-detached family residence, Mature and sought after location, Spacious lounge/dining room, Excellent fitted kitchen with ample storage, Gas fired central heating, Office, Utility Room, Four bedrooms, En suite, Modern family bathroom",1972.0,4831.9327731092435,Greater Dublin,Mid-Market
"63 Leopardstown Park, Stillorgan, Blackrock, Co. Dublin, A94AV63",880000.0,4,3,Semi-D,145.0,B3,53.275613,-6.197778,5667.0,blackrock-dublin,Dublin,"GFCH,  Alarm  , Quality appliances and sanitary ware, Double glazed windows throughout, Off street car parking, Fitted carpets, curtains, blinds and kitchen and utility appliances are included in the sale, Landscaped gardens and raised deck area, * Green area adjacent * Local shops 2 mins walk * Top schools locally * Stillorgan Shopping Centre close by * Dublin Bus & LUAS just mins walk ",,6068.9655172413795,Greater Dublin,Premium
"38 Blackberry Hill, Glenamuck Road, Carrickmines, Dublin 18, D18H8F0",925000.0,5,4,Semi-D,220.0,A2,53.250566,-6.176018,3394.0,carrickmines-dublin,Dublin,"Special Features, Superb 5 bedroom, 4 bathroom semi-detached home, Former Showhouse, Constructed c. 2016, Elegant granite and render exterior, High ceilings and spacious accommodation, Luxurious ensuite shower rooms and family bathroom, Alarm, Broadband, Electric air to water heat pump",2016.0,4204.545454545455,Dublin 18,Premium
"643B Howth Road, Raheny, Raheny, Dublin 5, D05X8N0",895000.0,4,4,Detached,219.0,C1,53.381412,-6.152545,18298.0,raheny-dublin,Dublin,,2006.0,4086.75799086758,Dublin 5,Premium
"93 Ballyfermot Drive, D10 YH99, Ballyfermot, Dublin 10",279000.0,2,1,Terrace,73.0,B3,53.339175,-6.3532033,2516.0,ballyfermot-dublin,Dublin,,,3821.917808219178,Dublin 10,Affordable
"Apartment 44, River Gardens, Glasnevin, Dublin 9, D09T263",295000.0,1,1,Apartment,45.0,D1,53.373858,-6.26825,3216.0,glasnevin-dublin,Dublin,,,6555.555555555556,Dublin 9,Affordable
"117 St. Margarets Road, Finglas, Dublin 11",239000.0,2,1,Apartment,65.0,C2,53.3996122,-6.3032545,2112.0,finglas-dublin,Dublin,,,3676.923076923077,Dublin 11,Affordable
"57 Seaview Avenue East, Dublin 3, North Strand, Dublin 3, D03N259",395000.0,3,1,Terrace,91.0,E2,53.356411,-6.235404,3794.0,north-strand-dublin,Dublin,,1940.0,4340.659340659341,Dublin 3,Mid-Market
"Clonmethan, Oldtown, Co. Dublin, A45P998",1100000.0,5,3,Detached,320.0,B2,53.529767,-6.325663,5921.0,oldtown-dublin,Dublin,,2002.0,3437.5,Greater Dublin,Premium
"Ardagh Lodge, Newtown Park Avenue, Blackrock, Co. Dublin",550000.0,1,1,Detached,43.0,,53.2810684,-6.1819551,4747.0,blackrock-dublin,Dublin,,,12790.697674418605,Greater Dublin,Mid-Market
"26 Cherrywood Drive, D22 P5R3, Clondalkin, Dublin 22",330000.0,3,2,Semi-D,93.0,D2,53.3196306,-6.4108591,3267.0,clondalkin-dublin,Dublin,,,3548.3870967741937,Dublin 22,Affordable
"58 Ravensdale Road, East Wall, Dublin 3",395000.0,3,2,End of Terrace,83.0,C2,53.354898,-6.2325649,7094.0,east-wall-dublin,Dublin,,,4759.036144578313,Dublin 3,Mid-Market
"Apartment 32 , Segrave, The Links, Station Road, Portmarnock, Co. Dublin, D13YF43",390000.0,2,2,Apartment,69.0,C2,53.419952,-6.147135,3282.0,portmarnock-dublin,Dublin,"GAS HEATING, UNDERGROUNG PARKING SPACE NO.116, Conveniently located to all local amenities, ON SITE CRECHE, NEW KITCHEN, NEW LAMINATE FLOORING THROUGHOUT, NEWLY FITTED WARDROBES, PATIO",,5652.173913043478,Greater Dublin,Affordable
"Avondhu, 10 Saint Kevin'S Road, Portobello, Dublin 8, D08X3T2",795000.0,3,1,Terrace,114.0,E2,53.330191,-6.269832,5406.0,portobello-dublin,Dublin,"GFHC , Period features , Secluded southerly gardens, Well portioned and bright accommodation , Quiet residential setting , On street parking to front, Beside variety of shops, cafes, bars and restaurants , Walking distance to city centre, Close to numerous bus routes and LUAS",1930.0,6973.684210526316,Dublin 8,Premium
"80 Jamestown Road, Inchicore, Dublin 8, D08X7E5",625000.0,3,3,Terrace,105.0,A2,53.334854,-6.33229,2500.0,inchicore-dublin,Dublin,"Spacious new build home, A2 BER Rating, Air to Water heating, Private south facing garden., High efficiency triple glazing, Flooded in natural light, Two-minute walk to LUAS, Walking distance city centre, Close to all amenities",2023.0,5952.380952380952,Dublin 8,Premium
"3 Weavers Hall, Clonsilla, Dublin 15",275000.0,2,2,Apartment,78.0,C2,53.3822961,-6.3971779,4334.0,clonsilla-dublin,Dublin,,,3525.641025641026,Dublin 15,Affordable
"62 shanvarna road, Santry, Dublin 9",300000.0,0,0,Site,0.14,,53.3902423,-6.2443049,1940.0,santry-dublin,Dublin,"full planning for two, two bed properties",,,Dublin 9,Affordable
"158 Claremont Court, Glasnevin, Dublin 11, D11P2E5",595000.0,4,3,Semi-D,143.0,C2,53.371796,-6.287947,5012.0,glasnevin-dublin,Dublin,"Fantastic 4 bed family home, Ideal location, Extension completed 2015, C2 BER energy rating, Ground floor mix of hardwood flooring and semi solid wood flooring, Nolan kitchen installed 2015, Main bedroom - wardrobes installed 2023 (BeSpace), Gas fired heating throughout, controllable through mobile app., PassiV upvc dual colour (grey/white) Double glazed windows, Fully Insulated Garden Studio",,4160.839160839161,Dublin 11,Mid-Market
"40 Crofton Hall, Hamilton Park, Castleknock, Dublin 15, D15YA2C",480000.0,3,2,Apartment,114.0,A2,53.369127,-6.385812,3246.0,castleknock-dublin,Dublin,"'A' energy rating - GFCH, Fantastic size, Great storage, Private balcony, 2 Designated parking spaces",2019.0,4210.526315789473,Dublin 15,Mid-Market
"63 Villa Park Gardens, Navan Road, Cabra, Dublin 7, D07X7F7",645000.0,3,1,Semi-D,147.0,E2,53.366156,-6.314963,2724.0,cabra-dublin,Dublin,"3 bedroom semi detached home , Garage , Off street parking , Can be extended subject to planning permission , Large garden , Close to schools, shops and transport links ",,4387.755102040816,Dublin 7,Premium
"24 The Avenue, Green Lane Manor, Rathcoole, Co. Dublin, D24E9PE",520000.0,4,4,Semi-D,178.0,A2,53.276014,-6.476241,6387.0,rathcoole-dublin,Dublin,"NO ONWARD PROPERTY CHAIN ALLOWING NEW OWNERS TO MOVE WITHOUT DELAY., Only 3 years old, Sunny south westerly aspect, BER A2, Under Homebond Guarantee, 4 double bedrooms, Air to heat pump system, Quality fitted kitchen with Fully Integrated oven, Hob, Extractor fan, Fully integrated and Fridge Freezer",,2921.3483146067415,Greater Dublin,Mid-Market
"11, Kelston Hall, Foxrock, Dublin 18, D18WK06",470000.0,2,2,Apartment,85.0,B2,53.27729,-6.183791,4127.0,foxrock-dublin,Dublin,,2002.0,5529.411764705882,Dublin 18,Mid-Market
"8a Castlefield Way, Dublin 16, Knocklyon, Dublin 16, D16H3C9",700000.0,2,1,Semi-D,76.0,D1,53.279304,-6.327248,2193.0,knocklyon-dublin,Dublin,,,9210.526315789473,Dublin 16,Premium
"17 Forge Lane, Lusk, Co. Dublin, K45DF40",390000.0,4,3,Terrace,114.0,C2,53.5294652,-6.1609269,3130.0,lusk-dublin,Dublin,,,3421.0526315789475,Greater Dublin,Affordable
"47 Mount Andrew Rise, Lucan, Palmerstown, Dublin 20, K78TK61",285000.0,2,1,Apartment,74.0,C1,53.35794,-6.409504,3099.0,palmerstown-dublin,Dublin,,2002.0,3851.3513513513512,Dublin 20,Affordable
"7 Gortmore Drive, Finglas, Dublin 11",295000.0,3,1,Semi-D,105.0,G,53.3804074,-6.30097,3556.0,finglas-dublin,Dublin,,,2809.5238095238096,Dublin 11,Affordable
"12 Brownsbarn Gardens, Kingswood Cross, Citywest, Co. Dublin",215000.0,1,1,Apartment,67.0,D2,53.2977933,-6.4191279,2256.0,citywest-dublin,Dublin,,,3208.955223880597,Greater Dublin,Affordable
"21 Ferncourt Green, Firhouse, Dublin 24, D24C5X5",550000.0,3,3,Semi-D,114.0,C2,53.272715,-6.34703,2813.0,firhouse-dublin,Dublin,"Gas fired central heating, Cable tv, Broadband, Wired for an alarm",1996.0,4824.561403508772,Dublin 24,Mid-Market
"89 Collinswood, Collins Avenue, Beaumont, Dublin 9, D09A2W1",495000.0,3,2,Semi-D,85.0,D1,53.381342,-6.232251,2737.0,beaumont-dublin,Dublin,"Gas Fired Central Heating, Off Street Parking, Side Pedestrian Access, Secluded Rear Garden, Mature Cul De Sac Setting, Ideally located in a mature and highly sought after development",1990.0,5823.529411764706,Dublin 9,Mid-Market
"Rear Of 65, Ranelagh, Dublin 6, D06RK35",1250000.0,6,6,Semi-D,240.0,SI_666,53.324128,-6.253237,4392.0,ranelagh-dublin,Dublin,,,5208.333333333333,Dublin 6,Premium
"6 Farmleigh Avenue, Blackrock, Co. Dublin, A94X594",945000.0,4,2,Detached,151.0,C1,53.283078,-6.191706,4049.0,blackrock-dublin,Dublin,"Attractive double fronted detached family home., Surrounded by excellent amenities inc. Blackrock & Stillorgan Villages, Internally insulated in 2017, Excellent public transport links inc. QBC on N11, DART & LUAS, Extended and well-presented accommodation throughout, GFCH, Security alarm, Fitted carpets, blinds, curtains and kitchen appliances included in sale, Foxrock parish – good local primary and secondary schools",1979.0,6258.278145695364,Greater Dublin,Premium
"29 Ferndale Court, Allies River Road, A98D041",575000.0,2,3,Apartment,170.0,C1,53.230488,-6.156345,2770.0,rathmichael-dublin,Dublin,,2000.0,3382.3529411764707,Greater Dublin,Mid-Market
"4 Roebuck Crescent Clonskeagh Dublin 14, Clonskeagh, Dublin 14, D14Y889",950000.0,5,2,Semi-D,208.0,C2,53.306429,-6.236551,4049.0,clonskeagh-dublin,Dublin,,1950.0,4567.307692307692,Dublin 14,Premium
"22 Monastery Gate Avenue, D22 AF50, Clondalkin, Dublin 22",325000.0,3,3,Terrace,81.0,D1,53.3192242,-6.3754289,2808.0,clondalkin-dublin,Dublin,,,4012.3456790123455,Dublin 22,Affordable
"17 The Moyle, Prospect Hill, Finglas, Dublin 11",259000.0,2,2,Duplex,71.0,B3,53.380198682543,-6.2906829883606,3766.0,finglas-dublin,Dublin,,,3647.887323943662,Dublin 11,Affordable
"8 Kilakee Close, D12 X0C5, Walkinstown, Dublin 12",395000.0,3,1,Terrace,90.0,B3,53.3089693,-6.3430959,4760.0,walkinstown-dublin,Dublin,,,4388.888888888889,Dublin 12,Mid-Market
"15 Blackquiere Villas, Off North Circular Road, Royal Canal Bank, Dublin 7, D07RY17",495000.0,3,1,End of Terrace,90.0,C2,53.36308,-6.270677,3955.0,dublin-7-dublin,Dublin,"Great location, Excellent condition, Side access, Parking, Communal green space to front, Adjacent Phibsboro village.",1949.0,5500.0,Dublin 7,Mid-Market
"35 Harold'S Cross Cottages, Dublin 6, Harold's Cross, Dublin 6, D06Y029",390000.0,2,1,Terrace,37.0,F,53.328416,-6.274943,5084.0,harold-s-cross-dublin,Dublin,"Original timber flooring  , Double glazed throughout , Electric Heating,  Feature fireplace Feature , 10ft high ceilings  , On street disc parking  , Private courtyard  , Excellent location close to city,  37 sq.m / 400 sq.ft approx",1900.0,10540.54054054054,Dublin 6,Affordable
"Site with FPP for 3 Houses, 33 Dundaniel Road, Kilmore, Dublin 5, D05HE42",400000.0,0,0,Site,0.33,,53.395305,-6.225621,1549.0,kilmore-dublin,Dublin,,,,Dublin 5,Mid-Market
"Jalna, 42 Joyce Avenue, Foxrock, Dublin 18, D18N2E4",925000.0,4,2,Detached,130.0,F,53.263052,-6.17372,7093.0,foxrock-dublin,Dublin,"c.130.3 Sq.m / 1,402.53 Sq.ft, Spacious detached family home, 4 Bedrooms, Generous mature garden, Views onto very attractive recreational green space, Private sun filled planted rear garden , Off Street Parking, Excellent local schools, Excellent public transport, Potential to extend the home subject to FPP",1963.0,7115.384615384615,Dublin 18,Premium
"8 Ratra Road, Navan Road, Ashtown, Dublin 7, D07HY67",530000.0,3,2,Semi-D,97.0,E2,53.367327,-6.319366,3526.0,ashtown-dublin,Dublin,,1959.0,5463.917525773196,Dublin 7,Mid-Market
"Apartment 48 , Amiens Square, IFSC, Dublin 1, D01RX48",330000.0,2,1,Apartment,63.0,C3,53.350744,-6.250748,3232.0,ifsc-dublin,Dublin,"West-facing and spacious , Exceptionally high ceilings throughout, Electric central heating, BER C3, Approx. 63 sq m / 678 sq ft, Parking space behind security gates, Previous Rent: €1,770. Set: 25/03/2022. Potential Rent: €22,400 p.a., Current Service Charge: €1,420. Amiens Square Management Ltd., 	Coming to the market in turnkey condition.",1997.0,5238.0952380952385,Dublin 1,Affordable
"236 Seapark, Malahide, Co. Dublin, K36YX68",1595000.0,4,4,Detached,231.0,C3,53.444959,-6.139917,3610.0,malahide-dublin,Dublin,,1973.0,6904.761904761905,Greater Dublin,Premium
"Apartment 14 Riverside, Poddle Park, D12DKN0",295000.0,1,1,Apartment,43.0,D2,53.315373,-6.296464,2479.0,kimmage-dublin,Dublin,"Top Floor, 2nd Floor apartment in private, quiet complex, Apartment not overlooked and great views from balcony, Ample attic storage, Well maintained garden to the rear of the complex, Electric gates, Designated parking space, Ample on street parking adjacent to complex",1998.0,6860.46511627907,Greater Dublin,Affordable
"Karma, Mcdowell Avenue, Ceannt Fort, Kilmainham, Dublin 8, D08Y3YA",525000.0,3,2,Terrace,79.0,B3,53.341042,-6.295503,4717.0,kilmainham-dublin,Dublin,"THREE BEDROOM MID TERRACE HOME, BER B3, PRIVATE DRIVEWAY AND FURTHER DEVELOPMENT COMMUNAL PARKING, SOUTH-WEST FACING REAR GARDEN, DOUBLE GLAZED WINDOWS THROUGHOUT, STIRA STAIRS TO FLOORED ATTIC FOR STORAGE, GAS FIRED CENTRAL HEATING, SOUGHT AFTER LOCATION, ADJACENT TO THE NEW CHILDRENS HOSPITAL",1909.0,6645.569620253164,Dublin 8,Mid-Market
"70 Lealand Road, Dublin 22, Clondalkin, Dublin 22, D22FE00",275000.0,2,2,Terrace,80.0,C1,53.324537,-6.41443,3132.0,clondalkin-dublin,Dublin,"•	Gas fired central heating. (New boiler installed 2021) , •	Double glazed windows throughout. ",,3437.5,Dublin 22,Affordable
"27 Parkside Court (With Attic Conversion), Balgriffin, Dublin 13, D13F38X",525000.0,3,3,Terrace,135.0,A3,53.406389,-6.169979,2855.0,balgriffin-dublin,Dublin,"Built c.2018 by Cairn homes., BER 'A3'., Attic conversion., House; 111.5sqm/1,200sqft approx., Attic; 23sqm/247sqft approx., TOTAL; 134.5sqm/1,447sqft approx., Gas fired central heating., Double glazed windows., Solar panels., Off street parking for 2 cars.",2018.0,3888.8888888888887,Dublin 13,Mid-Market
"22 Meadowbank Road, Miller'S Glen, Swords, Co. Dublin, K67H9X5",625000.0,4,2,Terrace,,A2,53.47667,-6.244484,3095.0,swords-dublin,Dublin,,,,Greater Dublin,Premium
"27 New Ireland Road, Dublin 8, Rialto, Dublin 8, D08V0NR",450000.0,3,1,Terrace,110.0,D2,53.337071,-6.30062,4417.0,rialto-dublin,Dublin,"Electric and Gas Heating  , Drive-In to Front, Large Rear Garden, Suitable for extension and Attic Conversion, Feature fireplaces , Excellent Location Close to the City Centre, Rialto, Kilmainham Gaol, Inchicore Village & Luas Line , Shops, Restaurants, Bars are all within Minutes Reach, Close to an abundance of Bus Routes , Ideal First Time Purchase",,4090.909090909091,Dublin 8,Mid-Market
"22 Druid Court, Ballymun, Poppintree, Dublin 11",265000.0,3,0,Terrace,76.0,C1,53.4016978,-6.2751511,2151.0,poppintree-dublin,Dublin,,,3486.842105263158,Dublin 11,Affordable
"62 Synge Street, Portobello, D08 XD30, Dublin 8",595000.0,3,2,Duplex,96.0,E1,53.3350363,-6.2667898,7044.0,dublin-8-dublin,Dublin,,,6197.916666666667,Dublin 8,Mid-Market
"Aisling Newtown Upper, Rathcoole, Co. Dublin",549000.0,4,2,Detached,161.0,F,53.2559377,-6.491851,2459.0,rathcoole-dublin,Dublin,,,3409.9378881987577,Greater Dublin,Mid-Market
"44 Annamoe Drive, Phibsborough, Dublin 7",385000.0,2,2,Terrace,75.0,E2,53.3590745,-6.2853563,6505.0,phibsborough-dublin,Dublin,,1952.0,5133.333333333333,Dublin 7,Affordable
"89 Hannah Square, Saint Edmunds Park, Lucan, Co. Dublin, K78VE84",299950.0,2,2,Apartment,80.0,C2,53.354938,-6.408497,3209.0,lucan-dublin,Dublin,,,3749.375,Greater Dublin,Affordable
"Apartment 16 , Old City Music Hall, Christchurch, Dublin 8, D08K304",450000.0,3,1,Apartment,82.0,C1,53.344058,-6.269186,4363.0,christchurch-dublin,Dublin,"No rent cap, Large Communal Roof  Garden, Central Location, Quieter part of the central area, High rental demand , Good transport links , Array of amenities within a 2 minute walk, Viewing highly recommended ",1999.0,5487.804878048781,Dublin 8,Mid-Market
"98 Woodford, Stillorgan, Co. Dublin, A94HW35",800000.0,5,5,Detached,124.0,C2,53.273855,-6.201018,3635.0,stillorgan-dublin,Dublin,"Exceptional location with a huge range of amenities on your door step., Double fronted Detached House., Double glazed windows., Gas-fired central heating, Five minute walk to the LUAS in Sandyford, Close to major bus routes and M50., Excellent choice of local schools",1983.0,6451.612903225807,Greater Dublin,Premium
